target,rank,feature
target_yield_coconut,15,owid_co2_pc
target_yield_coconut,16,population_within_100km_max
target_yield_coconut,17,Urban_pct
target_yield_coconut,18,owid_co2_pc_roll5
target_yield_coconut,19,last_eruption_year
target_yield_coconut,20,owid_agri_land_share
target_yield_cotton,1,feature_photoperiod_range
target_yield_cotton,2,Pesticides_kgha_roll5
target_yield_cotton,3,longitude
target_yield_cotton,4,bio3_isothermality
target_yield_cotton,5,nasa_ws10m_ref
target_yield_cotton,6,precip_mean
target_yield_cotton,7,forest_share_pct
target_yield_cotton,8,bio7_temp_annual_range
target_yield_cotton,9,precip_seasonality
target_yield_cotton,10,dist_to_lake_km
target_yield_cotton,11,precip_seasonal_amplitude
target_yield_cotton,12,forest_area_km2
target_yield_cotton,13,P_annual_mm_roll5
target_yield_cotton,14,bio16_precip_wettest_quarter
target_yield_cotton,15,Terres_agricoles_ha
target_yield_cotton,16,employ_industry_pct
target_yield_cotton,17,temp_max
target_yield_cotton,18,Irrigation_equipee_ha
target_yield_cotton,19,Death_Rate
target_yield_cotton,20,bio19_precip_coldest_quarter
target_yield_apple,1,GDP_total_usd
target_yield_apple,2,services_value_pct_gdp
target_yield_apple,3,owid_deaths_total
target_yield_apple,4,bio3_isothermality
target_yield_apple,5,employ_agri_pct_roll5
target_yield_apple,6,employ_agri_pct
target_yield_apple,7,bio17_precip_driest_quarter
target_yield_apple,8,gdp_per_arable_ha
target_yield_apple,9,Agri_Land_pct
target_yield_apple,10,co_emissions_roll5
target_yield_apple,11,Urban_pct
target_yield_apple,12,roughness_m
target_yield_apple,13,bio14_precip_driest_month
target_yield_apple,14,drought_stress_index_lag1
target_yield_apple,15,drought_stress_index_roll5
target_yield_apple,16,T_annual_C_roll5
target_yield_apple,17,employ_services_pct
target_yield_apple,18,infant_deaths_total
target_yield_apple,19,agri_value_pct_gdp_roll5
target_yield_apple,20,owid_births_total
target_yield_banana,1,soil_moisture_top_root_ratio
target_yield_banana,2,bio8_temp_wettest_quarter
target_yield_banana,3,Energy_total
target_yield_banana,4,fertilizer_consumption
target_yield_banana,5,longitude
target_yield_banana,6,owid_births_total
target_yield_banana,7,Terres_arables_ha
target_yield_banana,8,adult_mortality_female
target_yield_banana,9,wind_speed_mean
target_yield_banana,10,Urban_pct
target_yield_banana,11,bio2_mean_diurnal_range
target_yield_banana,12,precip_seasonality
target_yield_banana,13,Death_Rate
target_yield_banana,14,elevation_std
target_yield_banana,15,dist_to_coast_km
target_yield_banana,16,dist_to_lake_km
target_yield_banana,17,dist_to_river_km
target_yield_banana,18,feature_photoperiod_summer
target_yield_banana,19,CO2_emissions
target_yield_banana,20,feature_photoperiod_winter
target_yield_orange,1,bio11_temp_coldest_quarter
target_yield_orange,2,elevation_std
target_yield_orange,3,manuf_value_pct_gdp
target_yield_orange,4,deforestation_pct_annual
target_yield_orange,5,owid_crude_death_rate
target_yield_orange,6,nasa_ws10m_ref
target_yield_orange,7,forest_per_capita_km2
target_yield_orange,8,HIV
target_yield_orange,9,Child_Mort
target_yield_orange,10,bio13_precip_wettest_month
target_yield_orange,11,feature_photoperiod_range
target_yield_orange,12,Death_Rate
target_yield_orange,13,forest_share_pct
target_yield_orange,14,bio19_precip_coldest_quarter
target_yield_orange,15,last_eruption_year
target_yield_orange,16,agri_output_usd
target_yield_orange,17,owid_methane
target_yield_orange,18,employ_services_pct
target_yield_orange,19,infant_deaths_total
target_yield_orange,20,employ_agri_pct_roll5
target_yield_mango,1,meat_consumption_pc_roll5
target_yield_mango,2,meat_consumption_pc
target_yield_mango,3,roughness_m
target_yield_mango,4,T_annual_C_roll5
target_yield_mango,5,Population_lag1
target_yield_mango,6,meat_consumption_pc_lag1
target_yield_mango,7,dist_to_lake_km
target_yield_mango,8,co_emissions
target_yield_mango,9,meat_consumption_pc_lag3
target_yield_mango,10,urban_pop_abs
target_yield_mango,11,dist_to_freshwater_km
target_yield_mango,12,Population
target_yield_mango,13,water_stress_ratio_raw
target_yield_mango,14,urban_pop_abs_roll5
target_yield_mango,15,nasa_t2m_max_ref
target_yield_mango,16,solar_radiation_mean
target_yield_mango,17,nasa_gwetroot_ref
target_yield_mango,18,nasa_gwetprof_ref
target_yield_mango,19,forest_share_pct
target_yield_mango,20,forest_area_km2
target_yield_pineapple,1,owid_co2_pc
target_yield_pineapple,2,dist_to_coast_km
target_yield_pineapple,3,Part_terres_arables
target_yield_pineapple,4,bio2_mean_diurnal_range
target_yield_pineapple,5,bio8_temp_wettest_quarter
target_yield_pineapple,6,elevation_std
target_yield_pineapple,7,GDP_total_usd
target_yield_pineapple,8,bio3_isothermality
target_yield_pineapple,9,Population_roll5_std
target_yield_pineapple,10,forest_area_km2
target_yield_pineapple,11,nasa_prectotcorr_ref
target_yield_pineapple,12,solar_radiation_mean
target_yield_pineapple,13,co_emissions
target_yield_pineapple,14,agri_output_usd
target_yield_pineapple,15,temp_max
target_yield_pineapple,16,dist_to_river_km
target_yield_pineapple,17,dist_to_lake_km
target_yield_pineapple,18,owid_co2_pc_lag1
target_yield_pineapple,19,Urban_pct
target_yield_pineapple,20,T_annual_C_roll5
target_yield_grape,1,nasa_gwettop_ref
target_yield_grape,2,longitude
target_yield_grape,3,Urban_pct
target_yield_grape,4,gdp_per_arable_ha
target_yield_grape,5,wind_speed_mean
target_yield_grape,6,bio8_temp_wettest_quarter
target_yield_grape,7,nasa_ws10m
target_yield_grape,8,GDP_total_usd
target_yield_grape,9,co_emissions
target_yield_grape,10,dist_to_freshwater_km
target_yield_grape,11,bio19_precip_coldest_quarter
target_yield_grape,12,nasa_gwettop_roll5
target_yield_grape,13,forest_share_pct
target_yield_grape,14,agri_output_usd_roll5
target_yield_grape,15,gdp_per_arable_ha_roll5
target_yield_grape,16,dist_to_river_km
target_yield_grape,17,Population
target_yield_grape,18,bio7_temp_annual_range
target_yield_grape,19,Terres_agricoles_ha
target_yield_grape,20,forest_area_km2
target_yield_avocado,1,sanitation_pct
target_yield_avocado,2,precip_seasonality
target_yield_avocado,3,volcanoes_count
target_yield_avocado,4,forest_per_capita_km2
target_yield_avocado,5,bio18_precip_warmest_quarter
target_yield_avocado,6,bio13_precip_wettest_month
target_yield_avocado,7,roughness_m
target_yield_avocado,8,growing_season_index
target_yield_avocado,9,nasa_ps
target_yield_avocado,10,dist_to_freshwater_km
target_yield_avocado,11,freshwater_internal_per_cap
target_yield_avocado,12,forest_area_km2
target_yield_avocado,13,bio10_temp_warmest_quarter
target_yield_avocado,14,Urban_pct
target_yield_avocado,15,bio16_precip_wettest_quarter
target_yield_avocado,16,nasa_t2m_max_ref
target_yield_avocado,17,elevation
target_yield_avocado,18,forest_share_pct
target_yield_avocado,19,owid_methane_lag1
target_yield_avocado,20,elevation_std
target_yield_lemon,1,bio7_temp_annual_range
target_yield_lemon,2,temp_min
target_yield_lemon,3,Urban_pct
target_yield_lemon,4,feature_photoperiod_range
target_yield_lemon,5,bio11_temp_coldest_quarter
target_yield_lemon,6,nasa_ws10m_ref
target_yield_lemon,7,dist_to_lake_km
target_yield_lemon,8,precip_seasonal_amplitude
target_yield_lemon,9,forest_per_capita_km2
target_yield_lemon,10,precip_seasonality
target_yield_lemon,11,dist_to_coast_km
target_yield_lemon,12,nasa_allsky_sfc_sw_dwn_ref
target_yield_lemon,13,Irrigation_equipee_ha
target_yield_lemon,14,dist_to_river_km
target_yield_lemon,15,longitude
target_yield_lemon,16,owid_co2_pc
target_yield_lemon,17,wind_speed_mean
target_yield_lemon,18,nasa_t2m_max_ref
target_yield_lemon,19,bio4_temp_seasonality
target_yield_lemon,20,owid_pop_density
target_yield_peach,1,gdp_per_arable_ha
target_yield_peach,2,nasa_t2m_max_ref
target_yield_peach,3,employ_services_pct
target_yield_peach,4,earthquake_count
target_yield_peach,5,who_pm25_mean
target_yield_peach,6,vapor_pressure_mean
target_yield_peach,7,GDP_pc
target_yield_peach,8,fertilizer_consumption
target_yield_peach,9,feature_photoperiod_winter
target_yield_peach,10,employ_industry_pct
target_yield_peach,11,feature_photoperiod_range
target_yield_peach,12,dist_to_freshwater_km
target_yield_peach,13,gdp_per_arable_ha_roll5
target_yield_peach,14,Life_Exp
target_yield_peach,15,latitude
target_yield_peach,16,agri_density
target_yield_peach,17,energy_use_per_cap
target_yield_peach,18,Energy_pc
target_yield_peach,19,adult_mortality_female
target_yield_peach,20,feature_photoperiod_summer
target_yield_pear,1,GDP_total_usd
target_yield_pear,2,services_value_pct_gdp
target_yield_pear,3,Bilan_sols_kgha_roll5
target_yield_pear,4,employ_services_pct
target_yield_pear,5,temp_max
target_yield_pear,6,drought_stress_index
target_yield_pear,7,Urban_pct
target_yield_pear,8,bio10_temp_warmest_quarter
target_yield_pear,9,bio4_temp_seasonality
target_yield_pear,10,feature_photoperiod_summer
target_yield_pear,11,feature_photoperiod_winter
target_yield_pear,12,wind_speed_mean
target_yield_pear,13,latitude
target_yield_pear,14,nasa_ps
target_yield_pear,15,agri_output_usd_roll5
target_yield_pear,16,adult_mortality_female
target_yield_pear,17,solar_radiation_mean
target_yield_pear,18,forest_share_pct
target_yield_pear,19,dist_to_lake_km
target_yield_pear,20,dependency_old
target_yield_strawberry,1,Urban_pct
target_yield_strawberry,2,arable_per_capita
target_yield_strawberry,3,vapor_pressure_mean
target_yield_strawberry,4,bio3_isothermality
target_yield_strawberry,5,GDP_total_usd
target_yield_strawberry,6,dist_to_coast_km
target_yield_strawberry,7,fertilizer_consumption
target_yield_strawberry,8,crop_diversity
target_yield_strawberry,9,wind_speed_mean
target_yield_strawberry,10,temp_mean
target_yield_strawberry,11,safe_water_pct
target_yield_strawberry,12,solar_radiation_mean
target_yield_strawberry,13,nasa_rh2m_ref
target_yield_strawberry,14,dist_to_lake_km
target_yield_strawberry,15,latitude
target_yield_strawberry,16,roughness_m
target_yield_strawberry,17,Death_Rate
target_yield_strawberry,18,meat_consumption_pc_lag5
target_yield_strawberry,19,Part_bio
target_yield_strawberry,20,Part_irriguee
target_yield_watermelon,1,nasa_gwetprof_lag5
target_yield_watermelon,2,adult_mortality_female
target_yield_watermelon,3,adult_mortality_male
target_yield_watermelon,4,arable_per_capita
target_yield_watermelon,5,nasa_gwetprof_roll5
target_yield_watermelon,6,nasa_gwetroot_lag5
target_yield_watermelon,7,gdp_per_arable_ha
target_yield_watermelon,8,bio8_temp_wettest_quarter
target_yield_watermelon,9,nasa_gwettop_ref
target_yield_watermelon,10,gdp_per_arable_ha_roll5
target_yield_watermelon,11,nasa_rh2m_ref
target_yield_watermelon,12,bio4_temp_seasonality
target_yield_watermelon,13,nasa_ws10m_ref
target_yield_watermelon,14,bio3_isothermality
target_yield_watermelon,15,nasa_gwetroot_ref
target_yield_watermelon,16,solar_radiation_mean
target_yield_watermelon,17,forest_area_km2
target_yield_watermelon,18,agri_output_usd
target_yield_watermelon,19,gdp_per_arable_ha_lag1
target_yield_watermelon,20,temp_mean
target_yield_dates,1,feature_vsi
target_yield_dates,2,bio17_precip_driest_quarter
target_yield_dates,3,Part_irriguee
target_yield_dates,4,precip_seasonality
target_yield_dates,5,dist_to_coast_km
target_yield_dates,6,longitude
target_yield_dates,7,fertilizer_consumption
target_yield_dates,8,wind_speed_mean
target_yield_dates,9,GDP_pc
target_yield_dates,10,natgas_rents_pct_gdp
target_yield_dates,11,feature_photoperiod_summer
target_yield_dates,12,Part_terres_arables
target_yield_dates,13,agri_value_pct_gdp_lag5
target_yield_dates,14,agri_value_pct_gdp_lag3
target_yield_dates,15,roughness_m
target_yield_dates,16,nasa_allsky_sfc_sw_dwn_roll5
target_yield_dates,17,agri_density
target_yield_dates,18,Terres_agricoles_ha
target_yield_dates,19,co_emissions_lag3
target_yield_dates,20,temp_min
target_yield_apricot,1,employ_services_pct
target_yield_apricot,2,dist_to_lake_km
target_yield_apricot,3,solar_radiation_mean
target_yield_apricot,4,Population_roll5_std
target_yield_apricot,5,employ_agri_pct_roll5
target_yield_apricot,6,owid_methane_lag1
target_yield_apricot,7,bio3_isothermality
target_yield_apricot,8,roughness_m
target_yield_apricot,9,precip_seasonal_amplitude
target_yield_apricot,10,nasa_gwettop_ref
target_yield_apricot,11,employ_agri_pct_lag1
target_yield_apricot,12,GDP_total_usd
target_yield_apricot,13,employ_agri_pct_lag3
target_yield_apricot,14,elevation
target_yield_apricot,15,owid_methane
target_yield_apricot,16,precip_seasonality
target_yield_apricot,17,Life_Exp
target_yield_apricot,18,T_annual_C_roll5
target_yield_apricot,19,elevation_std
target_yield_apricot,20,feature_photoperiod_range
target_yield_cherry,1,nasa_ws10m_ref
target_yield_cherry,2,bio11_temp_coldest_quarter
target_yield_cherry,3,forest_share_pct
target_yield_cherry,4,urban_pop_abs_lag1
target_yield_cherry,5,bio2_mean_diurnal_range
target_yield_cherry,6,precip_seasonal_amplitude
target_yield_cherry,7,Trade_GDP
target_yield_cherry,8,forest_area_km2
target_yield_cherry,9,Population_lag5
target_yield_cherry,10,urban_pop_abs
target_yield_cherry,11,wind_speed_mean
target_yield_cherry,12,forest_rents_pct_gdp
target_yield_cherry,13,owid_agri_land_share
target_yield_cherry,14,growing_season_index
target_yield_cherry,15,bio18_precip_warmest_quarter
target_yield_cherry,16,freshwater_internal_per_cap
target_yield_cherry,17,gdp_per_arable_ha_roll5
target_yield_cherry,18,urban_pop_abs_lag5
target_yield_cherry,19,Agri_Land_pct
target_yield_cherry,20,sanitation_pct
target_yield_plum,1,GDP_total_usd
target_yield_plum,2,latitude
target_yield_plum,3,agri_output_usd
target_yield_plum,4,T_annual_C_roll5
target_yield_plum,5,feature_photoperiod_range
target_yield_plum,6,feature_photoperiod_summer
target_yield_plum,7,feature_photoperiod_winter
target_yield_plum,8,Life_Exp
target_yield_plum,9,vapor_pressure_mean
target_yield_plum,10,sanitation_pct
target_yield_plum,11,Child_Mort
target_yield_plum,12,nasa_t2m_ref
target_yield_plum,13,deforestation_pct_annual
target_yield_plum,14,forest_area_km2
target_yield_plum,15,GDP_pc
target_yield_plum,16,water_stress_ratio_raw
target_yield_plum,17,fertilizer_consumption
target_yield_plum,18,soil_moisture_top_root_ratio
target_yield_plum,19,drought_stress_index_roll5
target_yield_plum,20,area_km2
target_yield_tomato,1,adult_mortality_female
target_yield_tomato,2,employ_agri_pct
target_yield_tomato,3,Life_Exp
target_yield_tomato,4,nasa_t2m_min_ref
target_yield_tomato,5,feature_photoperiod_range
target_yield_tomato,6,nasa_rh2m_ref
target_yield_tomato,7,Part_terres_arables
target_yield_tomato,8,longitude
target_yield_tomato,9,bio18_precip_warmest_quarter
target_yield_tomato,10,growing_season_index
target_yield_tomato,11,nasa_gwetroot_ref
target_yield_tomato,12,GDP_pc
target_yield_tomato,13,nasa_allsky_sfc_sw_dwn_ref
target_yield_tomato,14,adult_mortality_male
target_yield_tomato,15,nasa_prectotcorr_ref
target_yield_tomato,16,wind_speed_mean
target_yield_tomato,17,GDP_pc_roll5
target_yield_tomato,18,nasa_ws10m_ref
target_yield_tomato,19,Urban_pct
target_yield_tomato,20,bio7_temp_annual_range
target_yield_potato,1,agri_vs_services_ratio
target_yield_potato,2,adult_mortality_female
target_yield_potato,3,bio4_temp_seasonality
target_yield_potato,4,GDP_total_usd
target_yield_potato,5,Part_irriguee
target_yield_potato,6,owid_deaths_total
target_yield_potato,7,nasa_t2m_min_ref
target_yield_potato,8,employ_agri_pct
target_yield_potato,9,employ_services_pct
target_yield_potato,10,fertilizer_consumption
target_yield_potato,11,HDI
target_yield_potato,12,Urban_pct
target_yield_potato,13,tree_cover_loss_cumul5y
target_yield_potato,14,Irrigation_equipee_ha
target_yield_potato,15,agri_value_pct_gdp_roll5
target_yield_potato,16,co_emissions_roll5
target_yield_potato,17,Population_lag5
target_yield_potato,18,Engrais_kgha_lag5
target_yield_potato,19,Energy_total
target_yield_potato,20,owid_agri_land_share
target_yield_onion,1,Energy_pc
target_yield_onion,2,energy_use_per_cap
target_yield_onion,3,bio19_precip_coldest_quarter
target_yield_onion,4,freshwater_internal_per_cap
target_yield_onion,5,nasa_gwetroot_ref
target_yield_onion,6,GDP_total_usd
target_yield_onion,7,nasa_gwetprof_ref
target_yield_onion,8,elevation_std
target_yield_onion,9,longitude
target_yield_onion,10,agri_vs_services_ratio
target_yield_onion,11,owid_agri_land_share
target_yield_onion,12,Agri_Land_pct
target_yield_onion,13,precip_seasonality
target_yield_onion,14,nasa_t2m_min_ref
target_yield_onion,15,forest_rents_pct_gdp
target_yield_onion,16,co2_per_capita_calc
target_yield_onion,17,employ_agri_pct_roll5
target_yield_onion,18,nasa_ws10m_ref
target_yield_onion,19,bio13_precip_wettest_month
target_yield_onion,20,employ_agri_pct_lag1
target_yield_cabbage,1,agri_vs_services_ratio
target_yield_cabbage,2,GDP_total_usd
target_yield_cabbage,3,nasa_ps_ref
target_yield_cabbage,4,longitude
target_yield_cabbage,5,co_emissions_roll5
target_yield_cabbage,6,fertilizer_consumption
target_yield_cabbage,7,bio18_precip_warmest_quarter
target_yield_cabbage,8,owid_co2_pc
target_yield_cabbage,9,bio9_temp_driest_quarter
target_yield_cabbage,10,growing_season_index
target_yield_cabbage,11,nasa_t2m_ref
target_yield_cabbage,12,Part_terres_arables
target_yield_cabbage,13,freshwater_internal_per_cap
target_yield_cabbage,14,agri_value_pct_gdp
target_yield_cabbage,15,elevation
target_yield_cabbage,16,Part_irriguee
target_yield_cabbage,17,gdp_per_arable_ha
target_yield_cabbage,18,sanitation_pct
target_yield_cabbage,19,elevation_std
target_yield_cabbage,20,bio13_precip_wettest_month
target_yield_carrot,1,agri_vs_services_ratio
target_yield_carrot,2,employ_agri_pct
target_yield_carrot,3,feature_vsi
target_yield_carrot,4,nasa_prectotcorr_ref
target_yield_carrot,5,GDP_pc_roll5
target_yield_carrot,6,owid_co2_pc
target_yield_carrot,7,precip_seasonal_amplitude
target_yield_carrot,8,fertilizer_consumption
target_yield_carrot,9,employ_industry_pct
target_yield_carrot,10,bio8_temp_wettest_quarter
target_yield_carrot,11,GDP_pc
target_yield_carrot,12,bio7_temp_annual_range
target_yield_carrot,13,GDP_total_usd
target_yield_carrot,14,urban_growth_roll5
target_yield_carrot,15,last_eruption_year
target_yield_carrot,16,Urban_pct
target_yield_carrot,17,elevation_std
target_yield_carrot,18,forest_area_pct
target_yield_carrot,19,bio18_precip_warmest_quarter
target_yield_carrot,20,co_emissions
target_yield_cucumber,1,feature_photoperiod_range
target_yield_cucumber,2,adult_mortality_female
target_yield_cucumber,3,gdp_per_arable_ha_roll5
target_yield_cucumber,4,Child_Mort
target_yield_cucumber,5,nasa_prectotcorr_ref
target_yield_cucumber,6,nasa_rh2m_ref
target_yield_cucumber,7,bio16_precip_wettest_quarter
target_yield_cucumber,8,forest_per_capita_km2
target_yield_cucumber,9,gdp_per_arable_ha
target_yield_cucumber,10,Life_Exp
target_yield_cucumber,11,gdp_per_arable_ha_lag1
target_yield_cucumber,12,P_annual_mm_roll5
target_yield_cucumber,13,nasa_gwetprof_ref
target_yield_cucumber,14,Agri_Land_pct
target_yield_cucumber,15,nasa_t2m_ref
target_yield_cucumber,16,bio18_precip_warmest_quarter
target_yield_cucumber,17,Life_Exp_OWID
target_yield_cucumber,18,latitude
target_yield_cucumber,19,Urban_pct
target_yield_cucumber,20,agri_density
target_yield_eggplant,1,adult_mortality_female
target_yield_eggplant,2,feature_photoperiod_range
target_yield_eggplant,3,bio3_isothermality
target_yield_eggplant,4,adult_mortality_male
target_yield_eggplant,5,nasa_rh2m_ref
target_yield_eggplant,6,Life_Exp
target_yield_eggplant,7,pop_density_per_km2_lag5
target_yield_eggplant,8,employ_services_pct
target_yield_eggplant,9,wind_speed_mean
target_yield_eggplant,10,gdp_per_arable_ha_roll5
target_yield_eggplant,11,longitude
target_yield_eggplant,12,bio8_temp_wettest_quarter
target_yield_eggplant,13,Urban_pct
target_yield_eggplant,14,services_value_pct_gdp
target_yield_eggplant,15,Engrais_kgha_lag5
target_yield_eggplant,16,nasa_prectotcorr_ref
target_yield_eggplant,17,bio18_precip_warmest_quarter
target_yield_eggplant,18,bio2_mean_diurnal_range
target_yield_eggplant,19,employ_agri_pct
target_yield_eggplant,20,solar_radiation_mean
target_yield_cauliflower,1,bio18_precip_warmest_quarter
target_yield_cauliflower,2,freshwater_internal_per_cap
target_yield_cauliflower,3,dist_to_lake_km
target_yield_cauliflower,4,nasa_allsky_sfc_sw_dwn_ref
target_yield_cauliflower,5,Urban_pct
target_yield_cauliflower,6,owid_pop_density
target_yield_cauliflower,7,nasa_allsky_sfc_sw_dwn_roll5
target_yield_cauliflower,8,Bilan_sols_kgha_roll5
target_yield_cauliflower,9,elevation
target_yield_cauliflower,10,forest_share_pct
target_yield_cauliflower,11,pop_density_per_km2
target_yield_cauliflower,12,dist_to_coast_km
target_yield_cauliflower,13,resource_rents_total
target_yield_cauliflower,14,arable_per_capita
target_yield_cauliflower,15,nasa_ps
target_yield_cauliflower,16,co_emissions_roll5
target_yield_cauliflower,17,pop_density_per_km2_lag1
target_yield_cauliflower,18,Agri_Land_pct
target_yield_cauliflower,19,forest_area_km2
target_yield_cauliflower,20,agri_density
target_yield_lettuce,1,bio11_temp_coldest_quarter
target_yield_lettuce,2,Urban_pct
target_yield_lettuce,3,wind_speed_mean
target_yield_lettuce,4,bio9_temp_driest_quarter
target_yield_lettuce,5,adult_mortality_male
target_yield_lettuce,6,solar_radiation_mean
target_yield_lettuce,7,nasa_rh2m_ref
target_yield_lettuce,8,dist_to_lake_km
target_yield_lettuce,9,vapor_pressure_mean
target_yield_lettuce,10,feature_photoperiod_range
target_yield_lettuce,11,Part_irriguee
target_yield_lettuce,12,elevation_std
target_yield_lettuce,13,agri_vs_services_ratio
target_yield_lettuce,14,dist_to_coast_km
target_yield_lettuce,15,nasa_t2m_ref
target_yield_lettuce,16,elevation
target_yield_lettuce,17,bio10_temp_warmest_quarter
target_yield_lettuce,18,owid_co2_pc_roll5
target_yield_lettuce,19,employ_services_pct
target_yield_lettuce,20,latitude
target_yield_chickpea,1,fertilizer_consumption
target_yield_chickpea,2,dist_to_freshwater_km
target_yield_chickpea,3,Part_irriguee
target_yield_chickpea,4,Life_Exp
target_yield_chickpea,5,Child_Mort
target_yield_chickpea,6,nasa_gwetroot_ref
target_yield_chickpea,7,dist_to_river_km
target_yield_chickpea,8,nasa_gwettop_ref
target_yield_chickpea,9,forest_share_pct
target_yield_chickpea,10,Life_Exp_OWID
target_yield_chickpea,11,bio9_temp_driest_quarter
target_yield_chickpea,12,Internet_pct
target_yield_chickpea,13,cereals_prod_t
target_yield_chickpea,14,Urban_pct
target_yield_chickpea,15,elevation
target_yield_chickpea,16,forest_area_km2
target_yield_chickpea,17,RD_GDP
target_yield_chickpea,18,bio19_precip_coldest_quarter
target_yield_chickpea,19,nasa_gwetroot_lag5
target_yield_chickpea,20,heat_drought_stress
target_yield_drybean,1,nasa_t2m_max_ref
target_yield_drybean,2,growing_season_index
target_yield_drybean,3,vapor_pressure_mean
target_yield_drybean,4,employ_services_pct
target_yield_drybean,5,bio10_temp_warmest_quarter
target_yield_drybean,6,dist_to_coast_km
target_yield_drybean,7,Part_irriguee
target_yield_drybean,8,Urban_pct
target_yield_drybean,9,precip_mean
target_yield_drybean,10,Renew_Energy_pct
target_yield_drybean,11,Death_Rate
target_yield_drybean,12,elevation
target_yield_drybean,13,owid_co2_pc
target_yield_drybean,14,tree_cover_loss_cumul5y
target_yield_drybean,15,nasa_ws10m_ref
target_yield_drybean,16,Mobile_subs
target_yield_drybean,17,deforestation_pct_annual
target_yield_drybean,18,forest_area_km2
target_yield_drybean,19,forest_per_capita_km2
target_yield_drybean,20,tree_cover_loss_ha
target_yield_drypea,1,bio11_temp_coldest_quarter
target_yield_drypea,2,Part_irriguee
target_yield_drypea,3,feature_photoperiod_range
target_yield_drypea,4,nasa_t2m_range_ref
target_yield_drypea,5,employ_agri_pct
target_yield_drypea,6,bio8_temp_wettest_quarter
target_yield_drypea,7,employ_industry_pct
target_yield_drypea,8,bio7_temp_annual_range
target_yield_drypea,9,pop_under14_pct
target_yield_drypea,10,solar_radiation_mean
target_yield_drypea,11,bio19_precip_coldest_quarter
target_yield_drypea,12,bio9_temp_driest_quarter
target_yield_drypea,13,Child_Mort
target_yield_drypea,14,bio4_temp_seasonality
target_yield_drypea,15,bio17_precip_driest_quarter
target_yield_drypea,16,dist_to_coast_km
target_yield_drypea,17,forest_per_capita_km2
target_yield_drypea,18,years_since_last_eruption
target_yield_drypea,19,bio3_isothermality
target_yield_drypea,20,T_annual_C_roll5
